Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Billboards
Christmas spirit lives on for outback Queensland family despite drought,http://www.abc.net.au/local/photos/2014/12/17/4150730.htm,17/12/2014,http://www.abc.net.au/reslib/201412/r1369973_19316990.JPG,"James Walker and his wife Manny with their three children Sophia, Chloe and baby James at the entrance to their cattle property.",Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Disasters and Accidents:Drought, Human Interest:People, Rural,",ABC Western Queensland,QLD,Longreach,"james walker, manny walker, christmas tree, camden park, hay, destocking, longreach, drought, blythe moore, abc western queensland, abc rural,",-23.4445,144.2475,http://www.abc.net.au/local/photos/2014/12/17/4150730-mediarss.xml,"images/test_word_cloud_0040.png"
Who is Santa Claus?,http://www.abc.net.au/local/photos/2014/12/22/4153199.htm,22/12/2014,http://www.abc.net.au/reslib/201412/r1371535_19350332.jpg,Mark Harvey has taken on the role of Santa Claus for the past 36 years and says he loves helping children enjoy Christmas.,Copyright: ABC | Source: | Byline: Sophie Kesteven,"Arts and Entertainment, Community and Society:Carers, Community and Society:Work, Event",ABC Tropical Queensland,QLD,Mackay,"santa claus, mackay, santa, christmas, festive",-21.155,149.1664,http://www.abc.net.au/local/photos/2014/12/22/4153199-mediarss.xml,"images/test_word_cloud_0041.png"
Fourth expansion slated for Mount Gambier Prison,http://www.abc.net.au/local/photos/2014/12/22/4153059.htm,22/12/2014,http://www.abc.net.au/reslib/201405/r1277801_17275943.jpg,"A fourth expansion has been slated for Mount Gambier Prison, in the state's South East.",Copyright: ABC | Source: ABC Local | Byline: Kate Hill,"Law, Crime and Justice, Law, Crime and Justice:Prisons and Punishment,",ABC South East SA,SA,Mount Gambier,"prison, G4S, mount gambier, port augusta, correctional services, tony piccolo, budget, state government, south australia, south east, prisoners",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/22/4153059-mediarss.xml,"images/test_word_cloud_0042.png"
Christmas lights up Bunbury,http://www.abc.net.au/local/photos/2014/12/19/4152540.htm,19/12/2014,http://www.abc.net.au/reslib/201412/r1370976_19338678.jpg,The treats start at the gingerbread house. The display raises money for cancer treatment,Copyright: ABC | Source: ABC Local | Byline: SK,"Human Interest:People, Community and Society:Religion and Beliefs:Christianity,",ABC South West WA,WA,Bunbury,"southwest, christmas, lights,",-33.3267,115.6347,http://www.abc.net.au/local/photos/2014/12/19/4152540-mediarss.xml,"images/test_word_cloud_0043.png"
Sniffer dog called in to find weed in Kosciuszko National Park,http://www.abc.net.au/local/photos/2014/12/10/4145947.htm,10/12/2014,http://www.abc.net.au/reslib/201412/r1367006_19254182.jpg,Orange hawkweed.,Copyright: ABC | Source: Flickr | Byline: Neville Walsh (National Herbarium of Victoria),"Environment:Conservation:National Parks,",ABC Riverina NSW,NSW,Jindabyne,"Kosciusko National Park, orange hawkweed, steve austin, pete turner, national parks",-36.418,148.6231,http://www.abc.net.au/local/photos/2014/12/10/4145947-mediarss.xml,"images/test_word_cloud_0044.png"
Can a baguette be made in Australia that is like a French one?,http://www.abc.net.au/local/photos/2014/11/13/4128069.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355414_19015586.jpg,James makes a wet dough that's a mixture of organic spelt and wheat. He's about to cut and weigh before shaping into baguettes.,Copyright: ABC | Source: ABC South East NSW | Byline: Bill Brown,"Lifestyle and Leisure:Food and Cooking,",ABC South East NSW,NSW,Candelo,baguette baker James Mayhead Martin Chabrier France baking bake,-36.7692,149.6934,http://www.abc.net.au/local/photos/2014/11/13/4128069-mediarss.xml,"images/test_word_cloud_0045.png"
Meet the man behind the NYE fireworks display,http://www.abc.net.au/local/photos/2014/12/17/4150431.htm,17/12/2014,http://www.abc.net.au/reslib/201412/r1369777_19312546.jpg,Craig will be setting off fireworks at Daydream Island this New Year's using his GPS barge.,Copyright: ABC | Source: Daniel Battley | Byline:,"Arts and Entertainment, Arts and Entertainment:Design, Arts and Entertainment:Digital/Multimedia, Arts and Entertainment:Events",ABC Tropical Queensland,QLD,Whitsundays,"fireworks, whitsundays, mackay, airlie beach, daydream island, pyrotechnician, new years",-20.278,148.915,http://www.abc.net.au/local/photos/2014/12/17/4150431-mediarss.xml,"images/test_word_cloud_0046.png"
Friday Rewind -Tearing down memory lane in a soap box racer,http://www.abc.net.au/local/photos/2014/12/19/4151935.htm,19/12/2014,http://www.abc.net.au/reslib/201412/r1370691_19331998.jpg,A keen contender in a custom-made soap box racer poses for the photographer.,Copyright: Audience submitted | Source: Supplied | Byline: Kevin Harris,"Community and Society:History, Human Interest,",ABC South East SA,SA,Mount Gambier,"soap box racing, racers, mount gambier, history, vintage, derby, all-american, ohio, the advertiser, mayor, 1950s, kids, racing",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/19/4151935-mediarss.xml,"images/test_word_cloud_0047.png"
Custom vessel’s last patrol saves six endangered turtles,http://www.abc.net.au/local/photos/2014/12/19/4152197.htm,19/12/2014,http://www.abc.net.au/reslib/201412/r1370852_19335767.jpg,Australian Customs and Border Protection Vessel (ACV) Dame Roma Mitchell was returning to Cairns after its last patrol for the Australian Customs and Border Protection Service.,Copyright: ABC | Source: Australian Customs and Border Protection | Byline:,"Environment, Environment:Endangered and Protected Species, Human Interest:Animals, Law, Crime and Justice:Animal Welfare",ABC Far North Qld,,,"Customs and border protection, endangered, turtles, set free, ghost nets, cairns, tiwi islands, ACV Dame Roma Mitchell, Asutralia, australians",,,http://www.abc.net.au/local/photos/2014/12/19/4152197-mediarss.xml,"images/test_word_cloud_0048.png"
"A man, a bicycle and a four-year trip around the globe",http://www.abc.net.au/local/photos/2014/12/19/4151993.htm,19/12/2014,http://www.abc.net.au/reslib/201412/r1370708_19332493.jpg,Rob Lutter says cycling around the globe is tough but that is what makes it an adventure.,Copyright: ABC | Source: ABC Local | Byline: Damien Larkins,"Human Interest, Human Interest:People, Sport:Cycling,",ABC Gold & Tweed Coasts,QLD,Mermaid Beach,"rob lutter, cycling, bicycle, london to london, across the globe, england, uk, mind, journey, circumnavigation",-28.0558,153.4371,http://www.abc.net.au/local/photos/2014/12/19/4151993-mediarss.xml,"images/test_word_cloud_0049.png"
"A year in Far North Queensland, photographed by you",http://www.abc.net.au/local/photos/2014/12/16/4149868.htm,16/12/2014,http://www.abc.net.au/reslib/201412/r1369498_19306460.jpg,The dreamy Upolu Cay is part of a national park 24km straight out from Yorkeys Knob.,Copyright: ABC | Source: Supplied | Byline: Sarah Williams,"Business, Economics and Finance:Regional Development, Community and Society, Community and Society:Regional,",ABC Far North Qld,,,"2014, year in review, pictures, images, gallery, cairns, far north queensland, tropics, tropical, photostory, photoessay, essay, photo, photos, twenty fourteen, cape york,",,,http://www.abc.net.au/local/photos/2014/12/16/4149868-mediarss.xml,"images/test_word_cloud_0050.png"
Bamboo master Wang Wen-Chih mentors Woodford artists,http://www.abc.net.au/local/photos/2014/12/17/4150746.htm,17/12/2014,http://www.abc.net.au/reslib/201412/r1369987_19317352.JPG,"The structures are made from local bamboo and pine trees are sourced on site. ""We cut down about 700 to 1000 trees,"" designer Jed Long said. ""The last week or so we've been dragging them out and cutting them to size on site. It's great because this is a tree [festival organisers] wanted to clear off the site so they could regenerate natural bush.""",Copyright: ABC | Source: ABC | Byline: Jon Coghill,"Arts and Entertainment:Events:Carnivals and Festivals, Community and Society:Community and Multicultural Festivals,",ABC Sunshine & Cooloola Coasts Qld,QLD,Woodford,"Woodford Folk Festival, Wang Wen-chih, Jed Long, Ned Long, Woven Cloud, Woven sky, New Year's Eve",-26.9556,152.778,http://www.abc.net.au/local/photos/2014/12/17/4150746-mediarss.xml,"images/test_word_cloud_0051.png"
Keeping Bulli clean with wind power and two wheels,http://www.abc.net.au/local/photos/2014/12/19/4151888.htm,19/12/2014,http://www.abc.net.au/reslib/201412/r1370402_19326456.jpg,Retired Bulli metallurgist has become well known in the Northern Illawarra for his work cleaning up the beach every day while riding his unique 'dirt surfer'.,Copyright: ABC | Source: ABC | Byline: Justin Huntsdale,"Community and Society,",ABC Illawarra NSW,NSW,Bulli,"bulli, graham smith, litter, rubbish, mcdonalds, community service, dirt surfer, surfing, skateboarding, transport, abc illawarra",-34.3358,150.9111,http://www.abc.net.au/local/photos/2014/12/19/4151888-mediarss.xml,"images/test_word_cloud_0052.png"
"A year on, life after meth for Mount Gambier mum",http://www.abc.net.au/local/photos/2014/12/19/4151854.htm,19/12/2014,http://www.abc.net.au/reslib/201406/r1292482_17603268.jpg,"""We're starting to trust each other again"": Amy and her mother Sarah featured in ABC South East's Life on Meth series.",Copyright: ABC | Source: ABC Local | Byline: Kate Hill,"Community and Society:Drugs and Substance Abuse, Health:Drug Use, Human Interest,",ABC South East SA,SA,Mount Gambier,"life on meth, motherhood, ice, drug, addiction, help, counselling, south east, mount gambier, crystal methamphetamine, police, limestone coast, DASSA, life without barriers",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/19/4151854-mediarss.xml,"images/test_word_cloud_0053.png"
Mackay's new fire fighters,http://www.abc.net.au/local/photos/2014/12/18/4151211.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370277_19323728.jpg,Four newly graduated fire fighters from across the state were welcomed to the Mackay Fire Station this week. Before being posted to Mackay to start work they carried out a 78 day course and graduated in Brisbane. All say they are looking forward to their first emergency call out at the Mackay Fire Station.,Copyright: ABC | Source: | Byline: Sophie Kesteven,"Community and Society:Careers, Human Interest, Human Interest:People,",ABC Tropical Queensland,,,"fire fighters, new recruits, mackay, queensland, fire station",,,http://www.abc.net.au/local/photos/2014/12/18/4151211-mediarss.xml,"images/test_word_cloud_0054.png"
Air Force cadets get a taste of military life,http://www.abc.net.au/local/photos/2014/12/18/4151337.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370271_19323446.jpg,"Cadet Flight Sergeant Jessyk Ernst, 16, from Mareeba is studying to be a cadet under officer, the highest rank an Air Force Cadet can achieve.",Copyright: ABC | Source: ABC Local | Byline: Kathleen Calderwood,"Community and Society:Careers, Community and Society:Community Organisations, Community and Society:Youth, Defence and National Security:Defence Forces:Air Force",ABC North Qld,QLD,Townsville,,-19.2643,146.8118,http://www.abc.net.au/local/photos/2014/12/18/4151337-mediarss.xml,"images/test_word_cloud_0055.png"
Giant puppets to roam Sovereign Hill over summer,http://www.abc.net.au/local/photos/2014/12/18/4151361.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370354_19325418.jpg,Erth artistic director Scott Wright (front) with Doug the Miner.,Copyright: ABC | Source: ABC Local | Byline: Lily Partland,"Arts and Entertainment, Arts and Entertainment:Performance Art, Arts and Entertainment:Visual Art, Arts and Entertainment:Visual Art:Sculpture",ABC Ballarat,VIC,Ballarat,,-37.5675,143.8509,http://www.abc.net.au/local/photos/2014/12/18/4151361-mediarss.xml,"images/test_word_cloud_0056.png"
Roma's roadside living souvenirs,http://www.abc.net.au/local/photos/2014/12/18/4151295.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370344_19325085.jpg,"John Bushell loves bottle trees. Even though he runs his own transport business in Roma, he has set up a trailer on the highway full of young bottle trees to sell to passers-by. ""Before I diversified into the trucking industry I had properties and had been growing bottle trees for about 40 years,"" he said. ""I'd collect the seeds and grow them as a hobby.""",Copyright: AAP | Source: ABC Southern Qld | Byline: Peter Gunders,"Community and Society, Lifestyle and Leisure, Lifestyle and Leisure:Gardening, Lifestyle and Leisure:Gardening:Tree",ABC Southern Queensland,QLD,Roma,"bottle trees, roma, John Bushell",-26.5733,148.786,http://www.abc.net.au/local/photos/2014/12/18/4151295-mediarss.xml,"images/test_word_cloud_0057.png"
Milton's weight loss success won 'the hard way',http://www.abc.net.au/local/photos/2014/12/18/4151024.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370155_19320480.jpg,"""I'm doing it the hard way"": Milton Chant works out in a Mount Gambier gym.",Copyright: ABC | Source: ABC Local | Byline: Kate Hill,"Health, Health:Exercise and Fitness, Health:Obesity,",ABC South East SA,SA,Mount Gambier,"weight loss, fat, series, gym, tips, crash diet, milton chant, crossfit, mount gambier, south east, limestone coast, trainers, Tania, dietician, hospital, christmas, motivation",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/18/4151024-mediarss.xml,"images/test_word_cloud_0058.png"
Internationally renowned street artist in Nowra to revitalise CBD,http://www.abc.net.au/local/photos/2014/12/18/4151335.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370338_19324895.jpg,Brisbane street artist Guido van Helten is in Nowra this week to revitalise this wall with a large mural in the city's CBD.,Copyright: ABC | Source: ABC | Byline: Justin Huntsdale,"Arts and Entertainment:Street Art,",ABC Illawarra NSW,NSW,Nowra,"street art, gudio van helten, nowra, egans lane, thorough fair, graffiti, spray paint, wonderwalls, abc illawarra",-34.8858,150.5992,http://www.abc.net.au/local/photos/2014/12/18/4151335-mediarss.xml,"images/test_word_cloud_0059.png"
Fans swarm to Honeysuckle for launch of Asian Cup preparations,http://www.abc.net.au/local/photos/2014/12/18/4151169.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370189_19321280.jpg,"ABC Grandstand’s Craig Hamilton and Newcastle Lord Mayor Nuatali Nelmes with the AFC Asian Cup mascot, Nutmeg the wombat at the fan park launch.",Copyright: ABC | Source: ABC Local | Byline: Cecilia Connell,"Sport, Sport:Soccer,",ABC Newcastle NSW,NSW,Newcastle,"1233 ABC Newcastle, ABC, Newcastle, New South Wales, NSW, Australia, Hunter, city, urban, community, life, people, ABC Upper Hunter, Robert Virtue, Craig Hamilton, Cecilia Connell, AFC Asian Cup, Honeysuckle, Harbour Square, fan park, fan dome, football, sport, Newcastle, Hunter Stadium, international",-32.9298,151.7828,http://www.abc.net.au/local/photos/2014/12/18/4151169-mediarss.xml,"images/test_word_cloud_0060.png"
Confessions of a store Santa,http://www.abc.net.au/local/photos/2014/12/17/4150246.htm,17/12/2014,http://www.abc.net.au/reslib/201412/r1369520_19307034.jpg,"""Nine out of 10 kids love Santa"", although Natalie proves to be one of the 10 per cent.",Copyright: ABC | Source: ABC Local | Byline: Kate Hill,"Arts and Entertainment:Comedy (Humour), Human Interest, Lifestyle and Leisure,",ABC South East SA,SA,Mount Gambier,"santa, christmas, store, harvey norman, entertainment, father, saint nick, claus, rudolph, mount gambier, adelaide, jingle bells, children, appearance, parade, lou jones",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/17/4150246-mediarss.xml,"images/test_word_cloud_0061.png"
